transaction_id,date,product_id,customer_id,region_id,units_sold,list_price,discount_pct,final_price,cost,revenue,profit
11002,2024-07-03,50,62,R001,10,11.33,0.16,9.52,6.34,95.2,31.8
11003,2024-09-01,4,50,R005,3,5.3,0.12,4.66,2.71,13.98,5.85
11004,2024-11-25,2,188,R012,20,9.72,0.08,8.94,5.5,178.8,68.8
11005,2024-10-03,28,180,R013,17,16.39,0.09,14.91,9.54,253.47,91.29
11006,2024-01-18,37,29,R006,11,7.55,0.15,6.42,4.08,70.62,25.74
11007,2024-06-12,16,161,R009,15,3.2,0.25,2.4,2.13,36.0,4.05
11008,2024-06-12,42,87,R015,12,9.32,0.05,8.85,4.77,106.2,48.96
11009,2024-02-24,21,50,R005,13,7.75,0.27,5.66,5.48,73.58,2.34
11010,2024-01-20,38,195,R004,10,19.39,0.2,15.51,15.47,155.1,0.4
11011,2024-05-06,24,85,R015,6,13.61,0.16,11.43,9.85,68.58,9.48
11012,2024-12-06,50,200,R010,4,11.33,0.04,10.88,6.34,43.52,18.16
11013,2024-12-11,15,155,R010,7,2.9,0.03,2.81,1.86,19.67,6.65
11014,2024-01-25,15,143,R015,10,2.9,0.24,2.2,1.86,22.0,3.4
11015,2024-06-06,19,61,R001,11,9.36,0.11,8.33,5.52,91.63,30.91
11016,2024-10-06,6,82,R006,5,4.79,0.16,4.02,3.09,20.1,4.65
11017,2024-05-16,26,182,R005,18,18.13,0.04,17.4,9.53,313.2,141.66
11018,2024-11-23,17,155,R010,18,3.35,0.21,2.65,1.84,47.7,14.58
11019,2024-11-19,24,164,R012,16,13.61,0.11,12.11,9.85,193.76,36.16
11020,2024-04-21,43,173,R016,9,8.28,0.16,6.96,6.51,62.64,4.05
11021,2024-06-17,15,175,R007,14,2.9,0.02,2.84,1.86,39.76,13.72
11022,2024-09-13,34,145,R008,12,15.16,0.01,15.01,9.38,180.12,67.56
11023,2024-09-17,36,53,R010,4,18.75,0.09,17.06,11.03,68.24,24.12
11024,2024-05-06,28,164,R012,8,16.39,0.07,15.24,9.54,121.92,45.6
11025,2024-07-13,33,157,R011,11,16.43,0.02,16.1,9.57,177.1,71.83
11026,2024-04-27,14,140,R011,9,7.9,0.29,5.61,6.26,50.49,-5.85
11027,2024-11-28,28,113,R008,16,16.39,0.19,13.28,9.54,212.48,59.84
11028,2024-10-11,21,124,R005,9,7.75,0.04,7.44,5.48,66.96,17.64
11029,2024-05-18,13,169,R013,14,16.48,0.27,12.03,11.64,168.42,5.46
11030,2024-10-05,42,161,R009,20,9.32,0.09,8.48,4.77,169.6,74.2
11031,2024-04-17,21,8,R006,8,7.75,0.0,7.75,5.48,62.0,18.16
11032,2024-12-30,37,135,R015,8,7.55,0.23,5.81,4.08,46.48,13.84
11033,2024-01-25,47,156,R016,19,7.98,0.21,6.3,6.25,119.7,0.95
11034,2024-09-04,3,188,R012,10,19.65,0.05,18.67,12.76,186.7,59.1
11035,2024-09-11,2,198,R008,13,9.72,0.28,7.0,5.5,91.0,19.5
11036,2024-07-03,19,49,R002,11,9.36,0.2,7.49,5.52,82.39,21.67
11037,2024-02-06,17,160,R005,3,3.35,0.24,2.55,1.84,7.65,2.13
11038,2024-07-21,43,105,R013,18,8.28,0.01,8.2,6.51,147.6,30.42
11039,2024-08-15,11,179,R004,20,7.57,0.29,5.37,4.11,107.4,25.2
11040,2024-03-25,47,54,R009,16,7.98,0.21,6.3,6.25,100.8,0.8
11041,2024-03-31,16,126,R002,4,3.2,0.09,2.91,2.13,11.64,3.12
11042,2024-06-21,11,76,R006,19,7.57,0.24,5.75,4.11,109.25,31.16
11043,2024-12-15,1,23,R002,3,9.34,0.26,6.91,6.16,20.73,2.25
11044,2024-11-19,37,199,R003,7,7.55,0.3,5.28,4.08,36.96,8.4
11045,2024-10-25,42,182,R005,8,9.32,0.07,8.67,4.77,69.36,31.2
11046,2024-10-31,39,23,R002,5,15.28,0.2,12.22,11.88,61.1,1.7
11047,2024-08-28,28,141,R008,5,16.39,0.08,15.08,9.54,75.4,27.7
11048,2024-08-19,41,131,R016,20,14.9,0.25,11.18,10.84,223.6,6.8
11049,2024-11-07,41,61,R001,4,14.9,0.13,12.96,10.84,51.84,8.48
11050,2024-10-13,23,84,R008,5,1.94,0.1,1.75,1.53,8.75,1.1
11051,2024-05-24,36,144,R005,1,18.75,0.18,15.38,11.03,15.38,4.35
11052,2024-12-19,33,107,R005,1,16.43,0.22,12.82,9.57,12.82,3.25
11053,2024-01-02,32,35,R003,5,6.3,0.19,5.1,4.76,25.5,1.7
11054,2024-03-28,43,188,R012,19,8.28,0.16,6.96,6.51,132.24,8.55
11055,2024-05-04,7,107,R005,13,16.28,0.09,14.81,10.75,192.53,52.78
11056,2024-09-30,32,66,R015,19,6.3,0.18,5.17,4.76,98.23,7.79
11057,2024-02-01,6,103,R001,6,4.79,0.2,3.83,3.09,22.98,4.44
11058,2024-02-05,39,161,R009,8,15.28,0.1,13.75,11.88,110.0,14.96
11059,2024-09-05,36,177,R001,15,18.75,0.13,16.31,11.03,244.65,79.2
11060,2024-02-27,45,36,R014,3,18.5,0.05,17.58,14.7,52.74,8.64
11061,2024-04-18,25,45,R012,6,10.38,0.21,8.2,7.34,49.2,5.16
11062,2024-09-27,10,126,R002,6,4.27,0.26,3.16,2.93,18.96,1.38
11063,2024-01-29,48,70,R002,5,15.4,0.29,10.93,11.45,54.65,-2.6
11064,2024-09-28,22,164,R012,12,16.29,0.11,14.5,12.97,174.0,18.36
11065,2024-04-30,24,34,R011,18,13.61,0.16,11.43,9.85,205.74,28.44
11066,2024-06-10,19,93,R003,3,9.36,0.17,7.77,5.52,23.31,6.75
11067,2024-08-11,12,47,R007,8,19.54,0.16,16.41,10.1,131.28,50.48
11068,2024-05-05,34,63,R016,11,15.16,0.12,13.34,9.38,146.74,43.56
11069,2024-07-31,49,50,R005,14,9.33,0.14,8.02,6.59,112.28,20.02
11070,2024-01-02,27,114,R008,17,13.96,0.01,13.82,9.51,234.94,73.27
11071,2024-11-23,20,42,R014,1,13.18,0.01,13.05,7.9,13.05,5.15
11072,2024-11-11,44,1,R009,7,8.88,0.14,7.64,5.42,53.48,15.54
11073,2024-08-26,44,106,R013,18,8.88,0.05,8.44,5.42,151.92,54.36
11074,2024-06-11,8,85,R015,15,9.38,0.18,7.69,6.29,115.35,21.0
11075,2024-03-31,29,10,R014,17,9.26,0.21,7.32,6.9,124.44,7.14
11076,2024-10-27,44,147,R008,7,8.88,0.27,6.48,5.42,45.36,7.42
11077,2024-12-01,34,72,R010,2,15.16,0.11,13.49,9.38,26.98,8.22
11078,2024-11-04,47,39,R009,3,7.98,0.22,6.22,6.25,18.66,-0.09
11079,2024-09-13,25,160,R005,1,10.38,0.14,8.93,7.34,8.93,1.59
11080,2024-08-20,17,103,R001,2,3.35,0.26,2.48,1.84,4.96,1.28
11081,2024-06-02,24,164,R012,6,13.61,0.24,10.34,9.85,62.04,2.94
11082,2024-05-08,8,96,R008,19,9.38,0.02,9.19,6.29,174.61,55.1
11083,2024-06-23,31,42,R014,16,12.98,0.01,12.85,10.34,205.6,40.16
11084,2024-06-02,6,67,R002,3,4.79,0.19,3.88,3.09,11.64,2.37
11085,2024-11-20,21,129,R010,20,7.75,0.22,6.04,5.48,120.8,11.2
11086,2024-06-13,14,105,R013,19,7.9,0.17,6.56,6.26,124.64,5.7
11087,2024-09-05,34,100,R013,1,15.16,0.14,13.04,9.38,13.04,3.66
11088,2024-07-24,39,197,R009,1,15.28,0.24,11.61,11.88,11.61,-0.27
11089,2024-06-09,6,3,R005,10,4.79,0.04,4.6,3.09,46.0,15.1
11090,2024-12-29,32,56,R013,19,6.3,0.28,4.54,4.76,86.26,-4.18
11091,2024-06-19,32,137,R011,17,6.3,0.02,6.17,4.76,104.89,23.97
11092,2024-11-29,48,160,R005,7,15.4,0.03,14.94,11.45,104.58,24.43
11093,2024-04-29,30,198,R008,19,14.28,0.07,13.28,8.79,252.32,85.31
11094,2024-03-19,3,61,R001,18,19.65,0.1,17.68,12.76,318.24,88.56
11095,2024-02-13,5,5,R003,14,11.96,0.15,10.17,9.07,142.38,15.4
11096,2024-01-26,18,91,R008,12,16.55,0.26,12.25,12.72,147.0,-5.64
11097,2024-01-10,49,157,R011,14,9.33,0.22,7.28,6.59,101.92,9.66
11098,2024-03-25,31,120,R011,12,12.98,0.3,9.09,10.34,109.08,-15.0
11099,2024-12-24,31,24,R005,5,12.98,0.19,10.51,10.34,52.55,0.85
11100,2024-08-05,36,42,R014,10,18.75,0.19,15.19,11.03,151.9,41.6
11101,2024-06-26,46,154,R004,6,8.74,0.16,7.34,5.37,44.04,11.82
11102,2024-03-05,34,4,R010,11,15.16,0.11,13.49,9.38,148.39,45.21
11103,2024-07-09,20,190,R014,7,13.18,0.24,10.02,7.9,70.14,14.84
11104,2024-01-16,22,87,R015,5,16.29,0.25,12.22,12.97,61.1,-3.75
11105,2024-12-05,30,97,R009,6,14.28,0.24,10.85,8.79,65.1,12.36
11106,2024-03-02,16,189,R013,8,3.2,0.19,2.59,2.13,20.72,3.68
11107,2024-12-30,35,35,R003,18,2.26,0.03,2.19,1.21,39.42,17.64
11108,2024-02-16,1,23,R002,6,9.34,0.13,8.13,6.16,48.78,11.82
11109,2024-04-03,9,23,R002,14,18.15,0.09,16.52,12.03,231.28,62.86
11110,2024-06-11,32,81,R007,17,6.3,0.12,5.54,4.76,94.18,13.26
11111,2024-12-25,21,76,R006,18,7.75,0.2,6.2,5.48,111.6,12.96
11112,2024-09-13,37,165,R013,10,7.55,0.24,5.74,4.08,57.4,16.6
11113,2024-08-29,41,82,R006,13,14.9,0.24,11.32,10.84,147.16,6.24
11114,2024-11-16,10,19,R014,7,4.27,0.04,4.1,2.93,28.7,8.19
11115,2024-06-23,31,62,R001,16,12.98,0.27,9.48,10.34,151.68,-13.76
11116,2024-01-24,47,44,R006,15,7.98,0.29,5.67,6.25,85.05,-8.7
11117,2024-07-29,40,196,R006,16,8.53,0.04,8.19,6.25,131.04,31.04
11118,2024-02-19,8,137,R011,13,9.38,0.23,7.22,6.29,93.86,12.09
11119,2024-12-06,45,90,R012,5,18.5,0.02,18.13,14.7,90.65,17.15
11120,2024-05-03,4,188,R012,14,5.3,0.28,3.82,2.71,53.48,15.54
11121,2024-07-09,12,163,R010,3,19.54,0.1,17.59,10.1,52.77,22.47
11122,2024-06-12,36,163,R010,12,18.75,0.22,14.62,11.03,175.44,43.08
11123,2024-06-14,34,88,R014,3,15.16,0.15,12.89,9.38,38.67,10.53
11124,2024-03-25,33,35,R003,4,16.43,0.2,13.14,9.57,52.56,14.28
11125,2024-05-02,18,97,R009,2,16.55,0.1,14.9,12.72,29.8,4.36
11126,2024-11-19,24,103,R001,19,13.61,0.04,13.07,9.85,248.33,61.18
11127,2024-02-28,28,83,R001,6,16.39,0.07,15.24,9.54,91.44,34.2
11128,2024-02-08,26,65,R004,8,18.13,0.21,14.32,9.53,114.56,38.32
11129,2024-01-07,9,167,R002,11,18.15,0.27,13.25,12.03,145.75,13.42
11130,2024-02-29,6,165,R013,2,4.79,0.21,3.78,3.09,7.56,1.38
11131,2024-01-28,6,192,R009,13,4.79,0.25,3.59,3.09,46.67,6.5
11132,2024-02-28,26,121,R001,1,18.13,0.06,17.04,9.53,17.04,7.51
11133,2024-09-07,2,112,R010,10,9.72,0.15,8.26,5.5,82.6,27.6
11134,2024-11-14,49,20,R013,11,9.33,0.27,6.81,6.59,74.91,2.42
11135,2024-12-28,6,104,R014,15,4.79,0.22,3.74,3.09,56.1,9.75
11136,2024-02-18,18,126,R002,19,16.55,0.24,12.58,12.72,239.02,-2.66
11137,2024-02-28,28,175,R007,5,16.39,0.04,15.73,9.54,78.65,30.95
11138,2024-07-01,43,159,R009,14,8.28,0.26,6.13,6.51,85.82,-5.32
11139,2024-08-24,17,138,R012,16,3.35,0.17,2.78,1.84,44.48,15.04
11140,2024-02-28,22,10,R014,5,16.29,0.25,12.22,12.97,61.1,-3.75
11141,2024-08-21,30,3,R005,3,14.28,0.2,11.42,8.79,34.26,7.89
11142,2024-10-14,48,21,R005,10,15.4,0.27,11.24,11.45,112.4,-2.1
11143,2024-05-01,43,4,R010,12,8.28,0.22,6.46,6.51,77.52,-0.6
11144,2024-06-22,40,190,R014,3,8.53,0.26,6.31,6.25,18.93,0.18
11145,2024-09-05,24,167,R002,5,13.61,0.12,11.98,9.85,59.9,10.65
11146,2024-06-28,3,179,R004,9,19.65,0.2,15.72,12.76,141.48,26.64
11147,2024-11-01,1,35,R003,10,9.34,0.04,8.97,6.16,89.7,28.1
11148,2024-11-24,11,42,R014,15,7.57,0.22,5.9,4.11,88.5,26.85
11149,2024-06-05,11,198,R008,13,7.57,0.25,5.68,4.11,73.84,20.41
11150,2024-05-06,34,114,R008,8,15.16,0.08,13.95,9.38,111.6,36.56
11151,2024-04-29,39,26,R012,19,15.28,0.09,13.9,11.88,264.1,38.38
11152,2024-06-06,33,15,R005,14,16.43,0.25,12.32,9.57,172.48,38.5
11153,2024-06-17,27,126,R002,5,13.96,0.1,12.56,9.51,62.8,15.25
11154,2024-01-18,17,89,R006,15,3.35,0.23,2.58,1.84,38.7,11.1
11155,2024-08-24,47,62,R001,18,7.98,0.06,7.5,6.25,135.0,22.5
11156,2024-12-09,41,188,R012,17,14.9,0.01,14.75,10.84,250.75,66.47
11157,2024-06-30,14,175,R007,3,7.9,0.13,6.87,6.26,20.61,1.83
11158,2024-02-16,30,66,R015,20,14.28,0.17,11.85,8.79,237.0,61.2
11159,2024-04-19,16,44,R006,3,3.2,0.23,2.46,2.13,7.38,0.99
11160,2024-04-02,43,116,R003,10,8.28,0.21,6.54,6.51,65.4,0.3
11161,2024-05-25,29,126,R002,13,9.26,0.21,7.32,6.9,95.16,5.46
11162,2024-01-19,13,34,R011,19,16.48,0.18,13.51,11.64,256.69,35.53
11163,2024-08-30,19,176,R012,18,9.36,0.14,8.05,5.52,144.9,45.54
11164,2024-09-05,27,145,R008,2,13.96,0.3,9.77,9.51,19.54,0.52
11165,2024-07-01,25,60,R002,10,10.38,0.13,9.03,7.34,90.3,16.9
11166,2024-02-18,21,164,R012,13,7.75,0.18,6.36,5.48,82.68,11.44
11167,2024-09-12,6,150,R002,12,4.79,0.17,3.98,3.09,47.76,10.68
11168,2024-06-06,26,70,R002,5,18.13,0.16,15.23,9.53,76.15,28.5
11169,2024-04-20,43,91,R008,7,8.28,0.15,7.04,6.51,49.28,3.71
11170,2024-04-05,6,82,R006,9,4.79,0.02,4.69,3.09,42.21,14.4
11171,2024-05-25,39,191,R015,14,15.28,0.28,11.0,11.88,154.0,-12.32
11172,2024-06-15,20,193,R016,15,13.18,0.19,10.68,7.9,160.2,41.7
11173,2024-05-12,16,188,R012,7,3.2,0.02,3.14,2.13,21.98,7.07
11174,2024-08-11,8,168,R015,1,9.38,0.14,8.07,6.29,8.07,1.78
11175,2024-08-23,31,66,R015,7,12.98,0.08,11.94,10.34,83.58,11.2
11176,2024-02-12,9,21,R005,19,18.15,0.19,14.7,12.03,279.3,50.73
11177,2024-07-06,37,124,R005,4,7.55,0.07,7.02,4.08,28.08,11.76
11178,2024-07-05,7,1,R009,9,16.28,0.2,13.02,10.75,117.18,20.43
11179,2024-11-23,1,133,R013,11,9.34,0.01,9.25,6.16,101.75,33.99
11180,2024-10-19,43,151,R011,19,8.28,0.27,6.04,6.51,114.76,-8.93
11181,2024-05-25,41,82,R006,20,14.9,0.15,12.66,10.84,253.2,36.4
11182,2024-11-26,33,4,R010,2,16.43,0.12,14.46,9.57,28.92,9.78
11183,2024-01-02,25,1,R009,1,10.38,0.06,9.76,7.34,9.76,2.42
11184,2024-02-23,15,196,R006,5,2.9,0.04,2.78,1.86,13.9,4.6
11185,2024-03-26,44,105,R013,1,8.88,0.07,8.26,5.42,8.26,2.84
11186,2024-05-05,11,59,R003,1,7.57,0.08,6.96,4.11,6.96,2.85
11187,2024-12-01,15,105,R013,5,2.9,0.22,2.26,1.86,11.3,2.0
11188,2024-03-12,48,153,R006,17,15.4,0.26,11.4,11.45,193.8,-0.85
11189,2024-03-16,48,153,R006,18,15.4,0.27,11.24,11.45,202.32,-3.78
11190,2024-10-05,6,69,R001,3,4.79,0.06,4.5,3.09,13.5,4.23
11191,2024-01-08,16,147,R008,2,3.2,0.03,3.1,2.13,6.2,1.94
11192,2024-11-13,12,12,R014,12,19.54,0.05,18.56,10.1,222.72,101.52
11193,2024-03-11,7,97,R009,17,16.28,0.12,14.33,10.75,243.61,60.86
11194,2024-10-16,43,199,R003,1,8.28,0.19,6.71,6.51,6.71,0.2
11195,2024-09-28,30,90,R012,11,14.28,0.19,11.57,8.79,127.27,30.58
11196,2024-03-18,32,159,R009,2,6.3,0.08,5.8,4.76,11.6,2.08
11197,2024-04-14,16,109,R001,17,3.2,0.19,2.59,2.13,44.03,7.82
11198,2024-05-05,22,78,R016,10,16.29,0.28,11.73,12.97,117.3,-12.4
11199,2024-12-17,3,19,R014,14,19.65,0.21,15.52,12.76,217.28,38.64
11200,2024-12-13,14,33,R013,4,7.9,0.06,7.43,6.26,29.72,4.68
11201,2024-04-17,28,192,R009,11,16.39,0.02,16.06,9.54,176.66,71.72
11202,2024-07-10,45,69,R001,5,18.5,0.09,16.84,14.7,84.2,10.7
11203,2024-07-15,25,110,R003,6,10.38,0.05,9.86,7.34,59.16,15.12
11204,2024-05-13,1,25,R002,14,9.34,0.3,6.54,6.16,91.56,5.32
11205,2024-11-18,4,155,R010,14,5.3,0.15,4.5,2.71,63.0,25.06
11206,2024-07-26,31,107,R005,20,12.98,0.05,12.33,10.34,246.6,39.8
11207,2024-08-29,18,83,R001,2,16.55,0.12,14.56,12.72,29.12,3.68
11208,2024-06-26,12,152,R009,20,19.54,0.06,18.37,10.1,367.4,165.4
11209,2024-01-20,25,6,R009,12,10.38,0.12,9.13,7.34,109.56,21.48
11210,2024-10-30,33,141,R008,11,16.43,0.27,11.99,9.57,131.89,26.62
11211,2024-07-05,24,100,R013,11,13.61,0.06,12.79,9.85,140.69,32.34
11212,2024-07-10,49,103,R001,8,9.33,0.12,8.21,6.59,65.68,12.96
11213,2024-12-08,30,84,R008,9,14.28,0.01,14.14,8.79,127.26,48.15
11214,2024-10-31,32,111,R003,9,6.3,0.15,5.36,4.76,48.24,5.4
11215,2024-02-17,25,185,R008,10,10.38,0.3,7.27,7.34,72.7,-0.7
11216,2024-11-26,14,118,R009,5,7.9,0.1,7.11,6.26,35.55,4.25
11217,2024-03-30,17,27,R010,5,3.35,0.25,2.51,1.84,12.55,3.35
11218,2024-11-20,10,50,R005,19,4.27,0.08,3.93,2.93,74.67,19.0
11219,2024-01-11,21,200,R010,12,7.75,0.2,6.2,5.48,74.4,8.64
11220,2024-12-08,50,119,R007,2,11.33,0.29,8.04,6.34,16.08,3.4
11221,2024-08-15,37,83,R001,5,7.55,0.3,5.28,4.08,26.4,6.0
11222,2024-02-28,9,68,R001,5,18.15,0.12,15.97,12.03,79.85,19.7
11223,2024-11-30,7,140,R011,11,16.28,0.17,13.51,10.75,148.61,30.36
11224,2024-03-15,2,118,R009,5,9.72,0.18,7.97,5.5,39.85,12.35
11225,2024-03-10,25,109,R001,1,10.38,0.16,8.72,7.34,8.72,1.38
11226,2024-11-21,24,53,R010,13,13.61,0.02,13.34,9.85,173.42,45.37
11227,2024-11-07,40,146,R001,6,8.53,0.02,8.36,6.25,50.16,12.66
11228,2024-11-11,27,37,R001,16,13.96,0.13,12.15,9.51,194.4,42.24
11229,2024-11-15,13,187,R003,18,16.48,0.02,16.15,11.64,290.7,81.18
11230,2024-09-02,15,181,R011,20,2.9,0.12,2.55,1.86,51.0,13.8
11231,2024-07-30,6,45,R012,3,4.79,0.17,3.98,3.09,11.94,2.67
11232,2024-12-18,22,166,R006,1,16.29,0.29,11.57,12.97,11.57,-1.4
11233,2024-01-04,36,116,R003,15,18.75,0.05,17.81,11.03,267.15,101.7
11234,2024-02-07,42,6,R009,1,9.32,0.21,7.36,4.77,7.36,2.59
11235,2024-01-15,5,11,R001,1,11.96,0.02,11.72,9.07,11.72,2.65
11236,2024-09-07,29,88,R014,17,9.26,0.11,8.24,6.9,140.08,22.78
11237,2024-01-23,9,52,R002,10,18.15,0.23,13.98,12.03,139.8,19.5
11238,2024-07-24,25,57,R006,18,10.38,0.14,8.93,7.34,160.74,28.62
11239,2024-03-26,38,120,R011,13,19.39,0.02,19.0,15.47,247.0,45.89
11240,2024-11-09,44,113,R008,18,8.88,0.26,6.57,5.42,118.26,20.7
11241,2024-02-14,11,11,R001,20,7.57,0.11,6.74,4.11,134.8,52.6
11242,2024-06-28,50,196,R006,11,11.33,0.07,10.54,6.34,115.94,46.2
11243,2024-06-16,29,55,R014,11,9.26,0.04,8.89,6.9,97.79,21.89
11244,2024-03-20,46,118,R009,5,8.74,0.22,6.82,5.37,34.1,7.25
11245,2024-09-10,37,114,R008,20,7.55,0.28,5.44,4.08,108.8,27.2
11246,2024-06-20,14,74,R002,2,7.9,0.28,5.69,6.26,11.38,-1.14
11247,2024-02-09,1,58,R001,1,9.34,0.18,7.66,6.16,7.66,1.5
11248,2024-03-15,46,100,R013,19,8.74,0.3,6.12,5.37,116.28,14.25
11249,2024-03-07,26,91,R008,20,18.13,0.12,15.95,9.53,319.0,128.4
11250,2024-07-29,34,184,R007,9,15.16,0.29,10.76,9.38,96.84,12.42
11251,2024-12-24,39,195,R004,10,15.28,0.13,13.29,11.88,132.9,14.1
11252,2024-03-12,19,27,R010,19,9.36,0.13,8.14,5.52,154.66,49.78
11253,2024-11-22,18,142,R009,4,16.55,0.18,13.57,12.72,54.28,3.4
11254,2024-03-11,44,43,R004,12,8.88,0.1,7.99,5.42,95.88,30.84
11255,2024-11-21,37,81,R007,4,7.55,0.26,5.59,4.08,22.36,6.04
11256,2024-06-13,13,121,R001,2,16.48,0.1,14.83,11.64,29.66,6.38
11257,2024-10-13,46,128,R005,14,8.74,0.29,6.21,5.37,86.94,11.76
11258,2024-10-13,22,32,R009,1,16.29,0.1,14.66,12.97,14.66,1.69
11259,2024-01-28,10,196,R006,18,4.27,0.17,3.54,2.93,63.72,10.98
11260,2024-01-19,39,185,R008,8,15.28,0.04,14.67,11.88,117.36,22.32
11261,2024-03-06,11,13,R011,6,7.57,0.24,5.75,4.11,34.5,9.84
11262,2024-01-28,25,120,R011,10,10.38,0.01,10.28,7.34,102.8,29.4
11263,2024-03-05,48,174,R003,20,15.4,0.17,12.78,11.45,255.6,26.6
11264,2024-09-10,49,147,R008,15,9.33,0.28,6.72,6.59,100.8,1.95
11265,2024-10-04,47,69,R001,13,7.98,0.18,6.54,6.25,85.02,3.77
11266,2024-01-28,13,185,R008,1,16.48,0.05,15.66,11.64,15.66,4.02
11267,2024-06-19,25,89,R006,12,10.38,0.13,9.03,7.34,108.36,20.28
11268,2024-12-06,40,158,R003,8,8.53,0.18,6.99,6.25,55.92,5.92
11269,2024-09-16,42,154,R004,16,9.32,0.16,7.83,4.77,125.28,48.96
11270,2024-05-07,33,50,R005,8,16.43,0.19,13.31,9.57,106.48,29.92
11271,2024-09-10,32,82,R006,14,6.3,0.11,5.61,4.76,78.54,11.9
11272,2024-06-17,3,130,R002,15,19.65,0.23,15.13,12.76,226.95,35.55
11273,2024-01-12,26,165,R013,9,18.13,0.22,14.14,9.53,127.26,41.49
11274,2024-03-05,46,97,R009,3,8.74,0.12,7.69,5.37,23.07,6.96
11275,2024-11-27,19,3,R005,18,9.36,0.24,7.11,5.52,127.98,28.62
11276,2024-05-15,43,91,R008,13,8.28,0.29,5.88,6.51,76.44,-8.19
11277,2024-04-22,43,197,R009,20,8.28,0.27,6.04,6.51,120.8,-9.4
11278,2024-12-10,17,176,R012,6,3.35,0.3,2.34,1.84,14.04,3.0
11279,2024-10-01,30,132,R008,3,14.28,0.03,13.85,8.79,41.55,15.18
11280,2024-09-01,41,185,R008,6,14.9,0.26,11.03,10.84,66.18,1.14
11281,2024-06-12,8,32,R009,15,9.38,0.21,7.41,6.29,111.15,16.8
11282,2024-04-12,8,135,R015,16,9.38,0.01,9.29,6.29,148.64,48.0
11283,2024-11-14,36,8,R006,16,18.75,0.05,17.81,11.03,284.96,108.48
11284,2024-07-21,42,142,R009,15,9.32,0.03,9.04,4.77,135.6,64.05
11285,2024-10-04,45,130,R002,16,18.5,0.18,15.17,14.7,242.72,7.52
11286,2024-08-31,44,190,R014,12,8.88,0.19,7.19,5.42,86.28,21.24
11287,2024-07-14,1,99,R009,2,9.34,0.23,7.19,6.16,14.38,2.06
11288,2024-11-02,26,134,R014,20,18.13,0.05,17.22,9.53,344.4,153.8
11289,2024-05-01,18,146,R001,10,16.55,0.15,14.07,12.72,140.7,13.5
11290,2024-12-18,29,186,R003,13,9.26,0.28,6.67,6.9,86.71,-2.99
11291,2024-09-29,34,100,R013,1,15.16,0.03,14.71,9.38,14.71,5.33
11292,2024-03-01,1,145,R008,10,9.34,0.17,7.75,6.16,77.5,15.9
11293,2024-02-23,32,136,R010,12,6.3,0.13,5.48,4.76,65.76,8.64
11294,2024-02-22,15,102,R004,2,2.9,0.24,2.2,1.86,4.4,0.68
11295,2024-07-18,35,109,R001,10,2.26,0.04,2.17,1.21,21.7,9.6
11296,2024-11-19,8,154,R004,2,9.38,0.25,7.04,6.29,14.08,1.5
11297,2024-06-27,21,35,R003,4,7.75,0.2,6.2,5.48,24.8,2.88
11298,2024-10-21,39,138,R012,9,15.28,0.15,12.99,11.88,116.91,9.99
11299,2024-08-27,38,195,R004,12,19.39,0.26,14.35,15.47,172.2,-13.44
11300,2024-10-09,8,84,R008,15,9.38,0.28,6.75,6.29,101.25,6.9
11301,2024-05-21,4,110,R003,20,5.3,0.27,3.87,2.71,77.4,23.2
11302,2024-01-04,24,144,R005,15,13.61,0.16,11.43,9.85,171.45,23.7
11303,2024-02-09,19,186,R003,17,9.36,0.07,8.7,5.52,147.9,54.06
11304,2024-05-18,7,37,R001,7,16.28,0.04,15.63,10.75,109.41,34.16
11305,2024-11-04,48,187,R003,15,15.4,0.27,11.24,11.45,168.6,-3.15
11306,2024-11-06,35,175,R007,3,2.26,0.13,1.97,1.21,5.91,2.28
11307,2024-12-23,3,167,R002,12,19.65,0.11,17.49,12.76,209.88,56.76
11308,2024-01-30,22,54,R009,15,16.29,0.1,14.66,12.97,219.9,25.35
11309,2024-10-22,6,182,R005,17,4.79,0.12,4.22,3.09,71.74,19.21
11310,2024-10-03,37,106,R013,12,7.55,0.25,5.66,4.08,67.92,18.96
11311,2024-02-17,41,190,R014,16,14.9,0.01,14.75,10.84,236.0,62.56
11312,2024-09-08,29,171,R001,1,9.26,0.01,9.17,6.9,9.17,2.27
11313,2024-09-27,14,19,R014,14,7.9,0.21,6.24,6.26,87.36,-0.28
11314,2024-08-07,47,18,R004,4,7.98,0.04,7.66,6.25,30.64,5.64
11315,2024-04-17,42,94,R004,4,9.32,0.1,8.39,4.77,33.56,14.48
11316,2024-03-10,30,32,R009,1,14.28,0.01,14.14,8.79,14.14,5.35
11317,2024-02-15,20,131,R016,1,13.18,0.02,12.92,7.9,12.92,5.02
11318,2024-09-13,30,196,R006,13,14.28,0.27,10.42,8.79,135.46,21.19
11319,2024-10-06,12,83,R001,14,19.54,0.19,15.83,10.1,221.62,80.22
11320,2024-01-25,38,153,R006,14,19.39,0.28,13.96,15.47,195.44,-21.14
11321,2024-02-19,23,139,R001,17,1.94,0.2,1.55,1.53,26.35,0.34
11322,2024-02-22,33,103,R001,3,16.43,0.07,15.28,9.57,45.84,17.13
11323,2024-06-14,46,176,R012,7,8.74,0.23,6.73,5.37,47.11,9.52
11324,2024-06-11,17,29,R006,4,3.35,0.28,2.41,1.84,9.64,2.28
