date,product_id,competitor_name,competitor_price
2024-02-24,9,Countdown,19.09
2024-12-23,9,Countdown,19.6
2024-04-28,9,Countdown,20.27
2025-10-03,9,Countdown,17.79
2025-04-13,9,Countdown,19.44
2025-07-21,9,Countdown,16.66
2025-08-14,9,Countdown,16.66
2025-03-12,9,Countdown,18.22
2025-05-20,9,Countdown,18.82
2024-01-01,9,Countdown,15.81
2024-08-20,9,Countdown,18.02
2024-06-21,9,New World,18.69
2025-12-26,9,New World,16.04
2025-03-16,9,New World,19.89
2025-02-17,9,New World,19.51
2025-01-01,9,New World,18.67
2024-10-21,9,New World,15.6
2025-03-20,9,New World,18.56
2024-11-19,9,New World,17.97
2024-05-07,9,New World,19.74
2024-09-05,9,New World,15.77
2024-01-26,9,New World,18.99
2025-09-12,9,New World,19.3
2025-11-02,9,New World,17.11
2025-06-30,9,New World,16.29
2025-05-30,9,New World,17.49
2025-08-12,9,New World,17.84
2025-05-12,9,New World,17.96
2024-06-11,9,New World,19.15
2025-10-11,9,New World,17.52
2024-08-24,9,New World,20.31
2024-09-08,9,New World,20.02
2024-12-28,9,New World,16.12
2024-11-10,9,New World,19.3
2025-06-01,9,New World,20.37
2024-11-15,9,New World,17.26
2024-05-23,9,New World,15.95
2024-05-23,9,New World,17.63
2025-04-24,9,New World,17.37
2024-10-06,9,New World,19.33
2024-05-15,9,New World,19.51
2025-10-20,9,New World,20.0
2024-04-23,9,New World,16.42
2025-03-02,9,New World,16.0
2024-11-17,9,New World,18.3
2024-04-21,9,New World,19.65
2024-10-27,9,New World,16.65
2025-02-21,9,New World,16.81
2024-03-26,9,New World,20.32
2024-09-15,9,New World,16.85
2024-08-19,9,New World,18.38
2024-04-29,9,New World,17.7
2024-03-02,9,New World,15.82
2024-11-14,9,New World,20.61
2024-02-23,9,New World,18.31
2025-01-06,9,New World,18.18
2025-05-19,9,New World,19.04
2025-08-13,9,New World,16.48
2024-01-28,9,New World,17.57
2025-12-06,9,New World,17.72
2024-04-27,9,New World,19.39
2025-07-05,9,New World,16.17
2024-02-13,9,New World,16.64
2025-12-27,9,New World,16.84
2024-10-15,9,Pak'nSave,18.46
2024-09-05,9,Pak'nSave,16.46
2025-10-17,9,Pak'nSave,17.97
2025-02-22,9,Pak'nSave,19.81
2025-01-03,9,Pak'nSave,18.21
2025-03-10,9,Pak'nSave,17.93
2024-06-19,9,Pak'nSave,15.46
2025-10-30,9,Pak'nSave,15.57
2024-12-26,9,Pak'nSave,18.38
2025-09-29,9,Pak'nSave,16.68
2025-02-10,9,Pak'nSave,17.09
2025-12-18,9,Pak'nSave,18.19
2024-05-09,9,Pak'nSave,16.85
2025-05-03,9,Pak'nSave,16.2
2024-06-06,9,Pak'nSave,17.96
2024-08-28,9,Pak'nSave,18.02
2025-07-24,9,Pak'nSave,20.5
2024-01-24,9,Pak'nSave,18.44
2025-05-19,9,Pak'nSave,16.81
2024-09-26,9,Pak'nSave,19.97
2024-07-18,9,Pak'nSave,20.11
2024-11-21,9,Pak'nSave,17.17
2024-09-09,9,Pak'nSave,18.13
2025-02-28,9,Pak'nSave,20.2
2024-12-10,9,Pak'nSave,16.3
2024-11-16,9,Pak'nSave,19.61
2024-02-22,9,Pak'nSave,16.15
2025-09-13,9,Pak'nSave,16.38
2024-12-17,9,Pak'nSave,20.05
2025-12-25,9,Pak'nSave,19.63
2025-02-17,9,Pak'nSave,19.23
2025-09-13,9,Pak'nSave,20.59
2024-09-29,9,Pak'nSave,16.89
2025-02-02,9,Pak'nSave,19.04
2024-09-16,9,Pak'nSave,18.38
2024-04-20,9,Pak'nSave,17.29
2024-01-26,9,Pak'nSave,16.15
2025-05-20,9,Pak'nSave,15.67
2025-08-20,9,Pak'nSave,18.0
2025-08-13,9,Pak'nSave,15.44
2024-03-25,9,Pak'nSave,18.04
2024-12-31,9,Pak'nSave,17.95
2024-05-02,9,Pak'nSave,18.44
2025-01-30,9,Pak'nSave,19.68
2024-08-22,9,Pak'nSave,19.74
2025-01-16,9,Pak'nSave,18.35
2024-08-19,9,Pak'nSave,19.71
2025-04-10,9,Pak'nSave,17.81
2024-02-18,9,Pak'nSave,16.26
2025-08-13,9,Pak'nSave,17.38
2024-07-25,9,Pak'nSave,16.32
2024-10-21,9,Pak'nSave,20.07
2025-06-28,9,Pak'nSave,20.7
2025-03-05,9,Pak'nSave,16.19
2024-04-27,9,Pak'nSave,19.16
2024-08-13,9,Pak'nSave,20.8
2024-01-30,9,FreshChoice,20.37
2024-10-12,9,FreshChoice,17.52
2024-03-25,9,FreshChoice,18.45
2025-04-29,9,FreshChoice,17.56
2025-12-21,9,FreshChoice,15.64
2025-07-09,9,FreshChoice,18.13
2025-07-16,9,FreshChoice,17.26
2024-12-05,9,FreshChoice,19.35
2024-10-28,9,FreshChoice,16.18
2024-03-26,9,FreshChoice,18.11
2025-12-04,9,FreshChoice,16.43
2025-07-25,9,FreshChoice,17.27
2025-07-02,9,FreshChoice,20.33
2024-06-10,9,FreshChoice,17.46
2024-09-02,9,FreshChoice,16.93
2024-03-13,9,FreshChoice,20.53
2024-10-01,9,FreshChoice,17.33
2024-04-07,9,FreshChoice,19.53
2025-09-02,9,FreshChoice,17.0
2025-06-21,9,FreshChoice,17.34
2025-01-15,9,FreshChoice,19.43
2024-06-05,9,FreshChoice,17.8
2024-06-07,9,FreshChoice,17.73
2024-01-07,9,FreshChoice,18.54
2025-08-15,9,FreshChoice,17.89
2025-03-12,9,FreshChoice,16.44
2024-05-14,9,FreshChoice,17.87
2025-08-25,9,FreshChoice,17.07
2024-07-23,9,FreshChoice,19.68
2024-08-12,9,FreshChoice,16.96
2024-06-10,9,FreshChoice,17.14
2024-10-22,9,FreshChoice,19.93
2024-06-18,9,FreshChoice,20.47
2024-05-31,9,FreshChoice,16.86
2025-09-07,9,FreshChoice,20.62
2024-05-29,9,FreshChoice,19.95
2025-01-26,9,FreshChoice,20.17
2025-08-27,9,FreshChoice,19.45
2025-07-07,9,FreshChoice,15.75
2025-03-31,9,FreshChoice,17.27
2025-09-19,9,FreshChoice,17.5
2024-08-28,9,FreshChoice,17.15
2025-12-03,9,FreshChoice,16.33
2025-03-22,9,FreshChoice,20.25
2024-04-09,9,FreshChoice,16.8
2025-02-15,9,FreshChoice,16.03
2025-04-08,9,FreshChoice,16.0
2025-12-28,9,SuperValue,19.9
2024-04-14,9,SuperValue,18.23
2024-09-09,9,SuperValue,16.95
2025-01-21,9,SuperValue,20.27
2024-04-01,9,SuperValue,19.32
2025-11-16,9,SuperValue,16.14
2024-05-14,9,SuperValue,20.29
2024-07-03,9,SuperValue,16.91
2025-02-27,9,SuperValue,18.15
2025-11-04,9,SuperValue,20.19
2024-01-12,9,SuperValue,18.13
2025-10-08,9,SuperValue,19.71
2024-05-09,9,SuperValue,18.4
2025-12-03,9,SuperValue,16.02
2024-03-29,9,SuperValue,19.34
2025-03-01,9,SuperValue,17.56
2024-01-12,9,SuperValue,19.17
2025-09-05,9,SuperValue,16.57
2025-02-28,9,SuperValue,19.88
2024-11-18,9,SuperValue,20.77
2024-12-26,9,SuperValue,20.52
2024-03-31,9,SuperValue,19.13
2025-08-20,9,SuperValue,20.08
2024-02-17,9,SuperValue,15.6
2025-01-06,9,SuperValue,18.44
2025-11-06,9,SuperValue,18.46
2025-12-31,9,SuperValue,15.86
2024-07-27,9,SuperValue,17.17
2025-02-12,10,Countdown,4.79
2025-06-29,10,Countdown,4.56
2024-03-04,10,Countdown,3.78
2024-06-11,10,Countdown,4.89
2025-11-10,10,Countdown,4.27
2024-10-01,10,Countdown,4.61
2025-02-20,10,Countdown,3.73
2024-06-14,10,Countdown,4.68
2025-09-25,10,Countdown,4.07
2024-11-23,10,Countdown,4.5
2025-06-14,10,Countdown,4.37
2025-06-05,10,Countdown,4.15
2024-03-12,10,Countdown,4.9
2025-01-19,10,Countdown,3.91
2025-03-13,10,Countdown,3.89
2024-08-22,10,Countdown,4.01
2025-09-09,10,Countdown,4.12
2024-02-27,10,Countdown,4.18
2025-11-12,10,Countdown,4.16
2025-02-18,10,Countdown,3.82
2025-09-06,10,Countdown,4.53
2025-09-06,10,Countdown,4.29
2025-09-14,10,Countdown,4.18
2024-09-01,10,Countdown,4.02
2024-06-14,10,Countdown,4.05
2024-03-03,10,Countdown,3.8
2024-02-28,10,Countdown,4.91
2024-12-14,10,Countdown,4.05
2024-02-16,10,Countdown,4.86
2024-12-02,10,Countdown,4.34
2024-08-25,10,Countdown,4.15
2024-07-21,10,Countdown,4.84
2025-05-04,10,Countdown,4.56
2024-08-30,10,Countdown,4.88
2024-01-16,10,Countdown,4.6
2025-01-29,10,Countdown,4.31
2024-05-18,10,Countdown,4.65
2024-04-29,10,Countdown,4.64
2024-10-16,10,Countdown,3.64
2024-04-13,10,Countdown,4.45
2025-02-07,10,Countdown,4.67
2024-04-12,10,Countdown,3.82
2025-08-19,10,Countdown,4.47
2025-01-12,10,Countdown,3.95
2025-02-16,10,Countdown,3.94
2025-04-19,10,Countdown,3.68
2024-11-14,10,Countdown,3.85
2024-09-21,10,Countdown,4.05
2025-12-23,10,Countdown,3.8
2024-07-06,10,Countdown,4.1
2025-09-30,10,Countdown,4.33
2025-05-23,10,Countdown,3.72
2025-04-18,10,Countdown,4.73
2025-11-10,10,New World,3.85
2025-10-28,10,New World,4.09
2024-05-31,10,New World,4.21
2025-06-09,10,New World,4.75
2024-12-18,10,New World,4.53
2024-02-21,10,New World,3.85
2025-11-11,10,New World,4.12
2025-02-11,10,New World,4.11
2024-11-28,10,New World,4.65
2025-03-01,10,New World,3.9
2024-12-01,10,New World,4.72
2025-10-17,10,New World,3.83
2024-03-11,10,New World,4.34
2024-03-14,10,New World,4.2
2025-07-19,10,New World,4.13
2025-06-13,10,New World,4.09
2024-08-08,10,New World,4.06
2024-08-01,10,New World,4.53
2024-12-14,10,New World,4.04
2024-08-19,10,New World,4.62
2025-05-02,10,New World,4.72
2024-02-08,10,New World,4.4
2025-12-02,10,New World,4.53
2025-05-22,10,New World,4.83
2025-05-02,10,New World,4.48
2024-09-11,10,New World,3.8
2025-12-20,10,New World,4.04
2024-09-10,10,New World,4.89
2025-09-18,10,New World,3.92
2024-03-02,10,New World,4.28
2025-11-12,10,New World,4.45
2024-02-03,10,New World,4.66
2025-09-24,10,New World,4.12
2025-07-06,10,New World,4.09
2024-06-04,10,New World,4.67
2024-03-04,10,New World,4.79
2024-11-28,10,New World,4.18
2024-04-08,10,New World,4.2
2024-07-16,10,New World,4.27
2024-05-13,10,New World,4.63
2024-03-26,10,New World,3.98
2025-01-09,10,New World,3.76
2024-06-10,10,New World,3.77
2024-03-09,10,Pak'nSave,4.55
2024-08-01,10,Pak'nSave,3.69
2024-01-07,10,Pak'nSave,4.86
2024-02-17,10,Pak'nSave,4.46
2025-03-03,10,Pak'nSave,4.49
2024-11-03,10,Pak'nSave,4.26
2025-12-30,10,Pak'nSave,3.86
2025-03-27,10,Pak'nSave,4.11
2025-08-08,10,Pak'nSave,4.46
2025-04-30,10,Pak'nSave,3.93
2024-10-27,10,Pak'nSave,3.99
2024-10-24,10,Pak'nSave,4.6
2025-10-24,10,Pak'nSave,4.77
2025-06-11,10,Pak'nSave,4.84
2025-02-05,10,Pak'nSave,3.9
2024-08-26,10,Pak'nSave,4.2
2024-04-27,10,Pak'nSave,4.45
2025-05-03,10,Pak'nSave,4.62
2024-11-12,10,Pak'nSave,4.45
2025-11-24,10,Pak'nSave,3.64
2025-11-24,10,Pak'nSave,3.8
2024-07-07,10,Pak'nSave,3.92
2025-05-18,10,Pak'nSave,4.33
2024-05-21,10,Pak'nSave,4.42
2024-04-08,10,Pak'nSave,3.67
2024-12-05,10,Pak'nSave,4.16
2025-02-22,10,Pak'nSave,4.41
2024-11-06,10,Pak'nSave,3.85
2024-07-25,10,Pak'nSave,4.06
2025-09-28,10,Pak'nSave,4.21
2025-11-28,10,Pak'nSave,4.64
2025-10-30,10,Pak'nSave,4.65
2025-10-23,10,Pak'nSave,4.82
2025-12-04,10,Pak'nSave,3.79
2024-05-30,10,Pak'nSave,3.79
2024-10-18,10,Pak'nSave,4.41
2024-06-13,10,Pak'nSave,4.79
2024-03-21,10,Pak'nSave,3.73
2024-06-07,10,Pak'nSave,4.47
2024-06-02,10,Pak'nSave,4.9
2025-11-04,10,Pak'nSave,3.94
2024-07-06,10,Pak'nSave,4.45
2025-03-08,10,Pak'nSave,3.85
2025-09-15,10,Pak'nSave,4.83
2024-10-11,10,Pak'nSave,4.39
2024-07-26,10,Pak'nSave,4.32
2024-03-29,10,Pak'nSave,4.35
2024-08-25,10,Pak'nSave,4.26
2025-11-23,10,Pak'nSave,3.87
2024-09-12,10,Pak'nSave,4.44
2025-04-08,10,Pak'nSave,4.2
2024-01-11,10,Pak'nSave,4.62
2025-05-14,10,FreshChoice,4.64
2024-11-03,10,FreshChoice,3.63
2024-07-26,10,FreshChoice,4.06
2025-01-07,10,FreshChoice,4.16
2025-10-02,10,FreshChoice,4.52
2024-03-27,10,FreshChoice,3.77
2024-08-05,10,FreshChoice,4.5
2024-01-27,10,FreshChoice,4.65
2025-06-25,10,FreshChoice,4.06
2025-05-16,10,FreshChoice,4.78
2024-12-29,10,FreshChoice,4.43
2024-09-16,10,FreshChoice,4.02
2024-10-26,10,FreshChoice,4.57
2024-04-28,10,FreshChoice,3.91
2024-11-02,10,FreshChoice,3.71
2024-01-05,10,FreshChoice,4.08
2024-05-04,10,FreshChoice,4.08
2024-09-05,10,FreshChoice,4.51
2025-03-13,10,FreshChoice,4.56
2024-10-21,10,FreshChoice,4.21
2024-01-14,10,FreshChoice,4.42
2025-01-05,10,SuperValue,3.76
2025-01-07,10,SuperValue,4.09
2024-07-02,10,SuperValue,4.17
2024-08-21,10,SuperValue,3.85
2025-02-07,10,SuperValue,4.52
2025-02-22,10,SuperValue,4.54
2024-12-11,10,SuperValue,4.33
2024-09-24,10,SuperValue,4.48
2024-11-19,10,SuperValue,4.09
2025-10-05,10,SuperValue,3.97
2025-04-24,10,SuperValue,4.05
2024-11-06,10,SuperValue,3.9
2024-06-10,10,SuperValue,4.49
2025-10-04,10,SuperValue,4.35
2024-05-03,10,SuperValue,3.7
2024-07-05,10,SuperValue,4.29
2025-08-14,10,SuperValue,3.79
2024-05-17,10,SuperValue,4.09
2024-04-06,10,SuperValue,4.01
2025-12-16,10,SuperValue,4.49
2024-10-27,10,SuperValue,4.66
2024-11-15,10,SuperValue,3.94
2025-06-13,10,SuperValue,4.27
2024-05-05,10,SuperValue,4.37
2024-02-19,10,SuperValue,3.8
2025-11-10,10,SuperValue,4.12
2024-04-18,10,SuperValue,4.09
2025-08-28,10,SuperValue,4.1
2025-08-15,10,SuperValue,4.47
2024-08-31,10,SuperValue,4.53
2024-03-05,10,SuperValue,4.39
2024-11-08,10,SuperValue,4.8
2024-02-11,10,SuperValue,4.37
2025-02-25,10,SuperValue,4.56
2025-08-21,10,SuperValue,4.17
2024-06-12,10,SuperValue,4.89
2024-11-13,10,SuperValue,4.81
2024-09-19,10,SuperValue,4.45
2024-11-17,10,SuperValue,3.65
2024-04-24,10,SuperValue,3.74
2025-12-16,10,SuperValue,4.78
2025-04-25,10,SuperValue,4.79
2024-12-01,10,SuperValue,4.32
2024-09-13,10,SuperValue,4.41
2025-07-10,10,SuperValue,4.71
2025-09-02,10,SuperValue,4.55
2024-09-14,10,SuperValue,4.84
2025-08-07,10,SuperValue,4.73
2025-04-16,10,SuperValue,4.48
2024-11-12,10,SuperValue,4.23
2024-02-19,10,SuperValue,4.12
2025-11-16,10,SuperValue,4.25
2024-11-05,10,SuperValue,4.02
2024-12-21,10,SuperValue,4.47
2024-02-11,10,SuperValue,4.7
2024-01-07,10,SuperValue,4.86
2024-12-01,10,SuperValue,4.81
2025-08-22,10,SuperValue,3.78
2024-05-06,10,SuperValue,4.54
2024-05-01,11,Countdown,7.05
2024-07-15,11,Countdown,7.21
2025-12-15,11,Countdown,7.66
2024-03-10,11,Countdown,7.19
2024-02-11,11,Countdown,8.56
2024-04-30,11,Countdown,7.15
2025-12-20,11,Countdown,6.48
2024-02-24,11,Countdown,8.22
2025-11-08,11,Countdown,7.89
2025-01-29,11,Countdown,6.67
2025-02-12,11,Countdown,7.5
2024-10-07,11,Countdown,7.1
2025-06-08,11,Countdown,7.02
2024-03-14,11,Countdown,8.07
2025-10-23,11,Countdown,6.75
2025-10-23,11,Countdown,8.08
2024-06-13,11,Countdown,8.21
2024-11-09,11,Countdown,8.56
2024-12-08,11,Countdown,6.95
2024-05-22,11,Countdown,7.34
2025-01-16,11,Countdown,7.85
2024-09-24,11,Countdown,6.8
2025-05-05,11,Countdown,8.2
2025-12-24,11,Countdown,8.17
2024-10-12,11,Countdown,7.08
2025-05-22,11,Countdown,6.95
2024-07-19,11,New World,8.18
2025-05-18,11,New World,7.73
2025-01-11,11,New World,6.94
2025-07-21,11,New World,7.86
2025-06-06,11,New World,8.55
2024-01-22,11,New World,6.69
2025-11-16,11,New World,8.62
2024-02-07,11,New World,8.4
2025-02-21,11,New World,8.55
2025-11-24,11,New World,8.32
2025-09-16,11,New World,7.86
2025-01-11,11,New World,6.44
2024-08-07,11,New World,7.5
2025-01-18,11,New World,8.6
2025-06-16,11,New World,7.92
2025-11-28,11,New World,7.28
2025-01-13,11,New World,7.84
2024-12-18,11,New World,7.11
2024-10-14,11,New World,8.08
2024-11-11,11,New World,6.65
2025-12-17,11,New World,6.85
2025-04-08,11,New World,8.69
2025-03-23,11,New World,7.92
2025-03-07,11,Pak'nSave,7.67
2024-01-04,11,Pak'nSave,7.42
2025-03-04,11,Pak'nSave,6.69
2024-10-23,11,Pak'nSave,8.5
2025-05-20,11,Pak'nSave,6.53
2025-06-05,11,Pak'nSave,7.19
2025-06-10,11,Pak'nSave,7.4
2025-06-23,11,Pak'nSave,6.44
2024-03-25,11,Pak'nSave,6.84
2024-07-28,11,Pak'nSave,8.27
2024-09-28,11,Pak'nSave,8.23
2025-08-07,11,Pak'nSave,7.74
2024-01-24,11,Pak'nSave,6.56
2024-11-28,11,Pak'nSave,8.38
2024-11-15,11,Pak'nSave,6.86
2024-11-30,11,Pak'nSave,6.67
2025-04-26,11,Pak'nSave,6.51
2025-02-26,11,Pak'nSave,7.17
2024-09-12,11,Pak'nSave,8.33
2025-04-30,11,Pak'nSave,7.1
2024-10-23,11,Pak'nSave,8.69
2024-08-24,11,Pak'nSave,6.65
2024-09-01,11,Pak'nSave,8.5
2025-12-01,11,Pak'nSave,8.13
2024-02-05,11,Pak'nSave,8.06
2024-03-02,11,Pak'nSave,6.91
2024-01-09,11,Pak'nSave,7.7
2025-09-29,11,Pak'nSave,7.23
2025-10-31,11,Pak'nSave,7.5
2025-08-05,11,Pak'nSave,8.4
2024-07-29,11,Pak'nSave,7.61
2024-01-17,11,Pak'nSave,7.99
2024-02-08,11,Pak'nSave,8.18
2024-11-17,11,Pak'nSave,7.06
2024-10-22,11,Pak'nSave,7.17
2025-02-10,11,Pak'nSave,8.7
2025-02-01,11,Pak'nSave,8.67
2025-07-06,11,Pak'nSave,6.75
2024-12-19,11,Pak'nSave,6.49
2025-09-21,11,Pak'nSave,8.37
2024-11-06,11,Pak'nSave,6.53
2025-10-16,11,Pak'nSave,6.9
2025-09-06,11,Pak'nSave,7.35
2025-04-05,11,Pak'nSave,6.44
2024-03-14,11,Pak'nSave,7.96
2025-02-28,11,Pak'nSave,6.73
2024-03-24,11,Pak'nSave,6.91
2024-04-18,11,Pak'nSave,7.14
2025-02-09,11,Pak'nSave,7.72
2024-04-17,11,Pak'nSave,8.23
2024-03-25,11,Pak'nSave,7.26
2025-08-27,11,Pak'nSave,8.32
2024-11-19,11,Pak'nSave,6.72
2024-10-10,11,Pak'nSave,7.63
2025-12-20,11,Pak'nSave,7.43
2024-07-29,11,Pak'nSave,7.74
2024-05-27,11,Pak'nSave,8.01
2024-10-26,11,Pak'nSave,7.42
2024-10-25,11,FreshChoice,6.99
2025-04-27,11,FreshChoice,6.51
2025-07-05,11,FreshChoice,7.79
2025-09-12,11,FreshChoice,8.31
2024-07-27,11,FreshChoice,7.34
2025-02-22,11,FreshChoice,7.67
2024-12-28,11,FreshChoice,7.3
2024-09-19,11,FreshChoice,6.89
2024-05-29,11,FreshChoice,6.98
2025-12-24,11,FreshChoice,7.53
2024-11-15,11,FreshChoice,8.04
2025-10-25,11,FreshChoice,7.8
2024-07-18,11,FreshChoice,6.44
2025-04-17,11,FreshChoice,6.55
2024-02-05,11,FreshChoice,8.3
2024-12-13,11,FreshChoice,8.32
2025-09-05,11,FreshChoice,8.03
2025-04-21,11,FreshChoice,7.57
2024-12-25,11,FreshChoice,8.4
2024-02-04,11,FreshChoice,7.33
2024-12-09,11,FreshChoice,7.25
2024-02-20,11,FreshChoice,7.88
2024-05-24,11,FreshChoice,6.78
2024-04-27,11,FreshChoice,7.51
2025-08-09,11,FreshChoice,6.91
2024-06-23,11,FreshChoice,8.66
2025-07-17,11,FreshChoice,7.47
2024-04-25,11,FreshChoice,6.78
2025-02-25,11,FreshChoice,7.56
2025-11-29,11,FreshChoice,7.29
2024-11-21,11,FreshChoice,6.7
2025-07-28,11,FreshChoice,7.78
2025-07-08,11,FreshChoice,7.57
2025-01-12,11,FreshChoice,6.82
2024-02-23,11,FreshChoice,8.26
2025-03-12,11,FreshChoice,6.62
2025-11-05,11,FreshChoice,7.26
2024-03-07,11,SuperValue,7.6
2025-08-01,11,SuperValue,7.86
2025-11-03,11,SuperValue,7.76
2025-09-01,11,SuperValue,7.75
2025-07-07,11,SuperValue,6.98
2025-11-23,11,SuperValue,6.77
2025-06-01,11,SuperValue,6.65
2024-08-06,11,SuperValue,8.24
2024-01-27,11,SuperValue,8.15
2024-11-19,11,SuperValue,6.44
2024-11-14,11,SuperValue,7.13
2025-11-28,11,SuperValue,8.45
2024-10-12,11,SuperValue,6.84
2025-03-09,11,SuperValue,6.84
2024-08-10,11,SuperValue,8.6
2025-12-28,11,SuperValue,7.97
2024-03-12,11,SuperValue,6.72
2024-07-19,11,SuperValue,6.83
2024-07-20,11,SuperValue,7.11
2025-09-14,11,SuperValue,6.73
2024-01-04,11,SuperValue,6.98
2024-03-03,11,SuperValue,7.4
2024-01-03,11,SuperValue,8.66
2024-05-12,11,SuperValue,7.75
2025-08-17,11,SuperValue,8.59
2025-06-18,11,SuperValue,7.23
2025-02-12,11,SuperValue,6.76
2024-05-09,11,SuperValue,7.88
2024-11-29,11,SuperValue,8.46
2025-05-28,11,SuperValue,6.74
2024-04-18,11,SuperValue,7.08
2024-04-19,11,SuperValue,6.88
2025-09-01,11,SuperValue,7.75
2024-02-05,11,SuperValue,7.2
2025-08-26,11,SuperValue,7.13
2025-05-14,11,SuperValue,6.99
2025-09-27,11,SuperValue,8.46
2025-04-19,11,SuperValue,6.52
2024-03-14,11,SuperValue,7.55
2024-09-04,11,SuperValue,7.84
2024-07-08,11,SuperValue,8.12
2025-03-30,11,SuperValue,8.01
2025-06-09,11,SuperValue,7.96
2025-05-09,12,Countdown,22.36
2025-04-13,12,Countdown,19.18
2024-05-24,12,Countdown,17.57
2024-08-11,12,Countdown,18.01
2025-10-13,12,Countdown,19.69
2024-06-28,12,Countdown,20.99
2025-08-06,12,Countdown,17.62
2025-04-13,12,Countdown,19.47
2025-10-06,12,Countdown,16.95
2024-04-08,12,Countdown,21.3
2024-11-05,12,Countdown,18.14
2025-05-28,12,Countdown,17.58
2025-04-05,12,Countdown,19.07
2024-02-21,12,Countdown,21.95
2024-05-16,12,Countdown,16.77
2025-11-12,12,Countdown,20.44
2024-09-24,12,Countdown,19.37
2025-04-22,12,Countdown,17.48
2024-09-30,12,Countdown,20.33
2024-09-21,12,Countdown,21.31
2025-10-29,12,Countdown,18.57
2025-07-09,12,Countdown,17.36
2025-08-27,12,Countdown,22.28
2024-07-27,12,Countdown,20.45
2024-10-09,12,Countdown,21.86
2024-04-26,12,Countdown,19.28
2025-02-02,12,Countdown,17.7
2025-11-26,12,Countdown,19.62
2025-12-23,12,Countdown,17.46
2025-12-19,12,Countdown,18.85
2024-12-04,12,Countdown,17.74
2025-12-08,12,Countdown,18.18
2024-03-19,12,Countdown,16.94
2024-03-23,12,Countdown,19.84
2025-12-16,12,New World,18.14
2025-12-10,12,New World,22.45
2024-01-02,12,New World,18.48
2025-04-03,12,New World,21.17
2024-02-22,12,New World,17.28
2025-11-18,12,New World,17.44
2024-03-19,12,New World,19.39
2025-10-24,12,New World,19.65
2024-02-18,12,New World,21.53
2025-02-26,12,New World,20.33
2025-07-11,12,New World,18.84
2025-06-07,12,New World,17.16
2024-06-22,12,New World,18.9
2024-01-08,12,New World,20.61
2025-12-28,12,New World,20.71
2025-04-02,12,New World,21.65
2024-05-25,12,New World,19.25
2024-05-26,12,New World,16.81
2025-05-17,12,New World,19.27
2024-06-11,12,New World,18.57
2024-10-16,12,New World,20.98
2024-10-14,12,New World,20.23
2024-06-14,12,New World,21.21
2025-04-04,12,New World,22.01
2025-06-27,12,New World,17.73
2025-08-08,12,Pak'nSave,19.74
2024-11-10,12,Pak'nSave,21.95
2025-07-29,12,Pak'nSave,19.84
2024-06-30,12,Pak'nSave,20.52
2024-04-16,12,Pak'nSave,20.73
2024-04-16,12,Pak'nSave,21.2
2025-12-26,12,Pak'nSave,18.31
2025-01-25,12,Pak'nSave,22.07
2025-12-24,12,Pak'nSave,20.34
2024-11-04,12,Pak'nSave,21.0
2025-05-17,12,Pak'nSave,17.43
2025-10-14,12,Pak'nSave,19.88
2024-11-24,12,Pak'nSave,20.83
2025-11-09,12,Pak'nSave,21.05
2025-09-10,12,Pak'nSave,18.31
2025-12-05,12,Pak'nSave,22.04
2025-05-02,12,Pak'nSave,16.76
2024-04-06,12,Pak'nSave,19.64
2025-06-04,12,Pak'nSave,16.85
2024-05-23,12,Pak'nSave,18.75
2024-08-12,12,Pak'nSave,19.66
2024-08-27,12,Pak'nSave,16.95
2024-11-09,12,Pak'nSave,19.49
2024-09-14,12,Pak'nSave,19.43
2025-12-19,12,Pak'nSave,18.53
2024-01-02,12,Pak'nSave,18.74
2024-09-28,12,Pak'nSave,18.49
2025-08-30,12,Pak'nSave,19.8
2024-11-24,12,Pak'nSave,18.34
2025-12-22,12,Pak'nSave,17.62
2025-10-30,12,Pak'nSave,19.95
2024-02-15,12,Pak'nSave,20.92
2024-09-06,12,Pak'nSave,21.68
2024-05-08,12,Pak'nSave,19.37
2024-11-01,12,Pak'nSave,22.46
2024-10-05,12,Pak'nSave,20.39
2024-07-13,12,Pak'nSave,21.98
2025-07-12,12,Pak'nSave,18.42
2024-12-19,12,Pak'nSave,22.41
2024-11-20,12,Pak'nSave,21.95
2025-10-03,12,FreshChoice,21.98
2024-05-06,12,FreshChoice,17.88
2024-07-19,12,FreshChoice,17.84
2025-05-31,12,FreshChoice,20.76
2025-07-04,12,FreshChoice,17.18
2024-09-27,12,FreshChoice,20.73
2024-05-26,12,FreshChoice,20.03
2024-08-16,12,FreshChoice,17.73
2024-05-31,12,FreshChoice,16.92
2025-10-22,12,FreshChoice,19.06
2024-12-22,12,FreshChoice,18.11
2025-08-11,12,FreshChoice,17.4
2025-12-01,12,FreshChoice,19.47
2025-05-17,12,FreshChoice,22.28
2025-12-02,12,FreshChoice,16.64
2025-04-12,12,FreshChoice,22.42
2024-07-27,12,FreshChoice,22.05
2025-05-27,12,FreshChoice,18.86
2024-12-17,12,FreshChoice,18.69
2024-05-05,12,FreshChoice,19.59
2025-02-03,12,FreshChoice,19.36
2025-09-25,12,FreshChoice,21.2
2025-12-28,12,FreshChoice,18.56
2025-11-05,12,FreshChoice,20.66
2024-10-18,12,FreshChoice,17.5
2025-03-02,12,FreshChoice,20.79
2025-05-19,12,FreshChoice,18.93
